i57,i153,0.02
i57,i200,0.04
i57,i418,0.08
i57,i185,0.045714285714285714
i57,i387,0.16
i57,i390,0.02666666666666667
i57,i303,0.032
i57,i81,0.013333333333333334
i57,i367,0.05333333333333334
i57,i321,0.021333333333333336
i57,i79,0.011851851851851853
i57,i241,0.04
i57,i469,0.01
i57,i281,0.0128
i57,i306,0.04
i57,i166,0.008
i57,i553,0.02666666666666667
i57,i114,0.08
i57,i505,0.02
i57,i364,0.015238095238095238
i57,i86,0.014545454545454545
i57,i163,0.08
i57,i555,0.08
i57,i119,0.08
i57,i74,0.08
i57,i391,0.016
i57,i236,0.016
i57,i482,0.16
i57,i534,0.016
i57,i262,0.064
i57,i31,0.024615384615384615
i57,i549,0.017777777777777778
i57,i342,0.005714285714285714
i57,i179,0.064
i57,i299,0.064
i57,i477,0.04
i57,i75,0.032
i57,i420,0.08
i57,i102,0.02
i57,i272,0.08
i57,i53,0.006037735849056604
i57,i270,0.01
i57,i83,0.007741935483870968
i57,i429,0.022857142857142857
i57,i1,0.017777777777777778
i57,i279,0.010666666666666668
i57,i33,0.16
i57,i17,0.16
i57,i446,0.0032876712328767125
i57,i47,0.05333333333333334
i57,i271,0.08
i57,i349,0.08
i57,i474,0.032
i57,i61,0.08
i57,i41,0.008421052631578947
i57,i225,0.08
i57,i308,0.02
i57,i5,0.02666666666666667
i57,i265,0.022857142857142857
i57,i516,0.08
i57,i228,0.032
i57,i78,0.013333333333333334
i57,i361,0.02
i57,i173,0.005714285714285714
i57,i71,0.08
i57,i142,0.018823529411764708
i57,i559,0.02
i57,i149,0.011428571428571429
i57,i442,0.032
i57,i506,0.16
i57,i250,0.014545454545454545
i57,i488,0.04
i57,i323,0.02666666666666667
i57,i175,0.032
i57,i111,0.02666666666666667
i57,i221,0.02
i57,i172,0.011428571428571429
i57,i266,0.016
i57,i20,0.032
i57,i330,0.16
i57,i413,0.02666666666666667
i57,i167,0.017777777777777778
i57,i309,0.032
i57,i50,0.08
i57,i16,0.017777777777777778
i57,i430,0.05333333333333334
i57,i347,0.08
i57,i254,0.008888888888888889
i57,i360,0.014545454545454545
i57,i105,0.01391304347826087
i57,i246,0.010666666666666668
i57,i290,0.016
i57,i214,0.006956521739130435
i57,i181,0.16
i57,i116,0.032
i57,i458,0.022857142857142857
i57,i384,0.04
i57,i256,0.16
i57,i535,0.016
i57,i46,0.013333333333333332
i57,i227,0.032
i57,i155,0.04
i57,i203,0.011428571428571429
i57,i8,0.016
i57,i371,0.022857142857142857
i57,i540,0.011428571428571429
i57,i29,0.02
i57,i187,0.05333333333333334
i57,i274,0.045714285714285714
i57,i313,0.007272727272727273
i57,i267,0.008888888888888889
i57,i239,0.022857142857142857
i57,i400,0.04
i57,i343,0.012307692307692308
i57,i169,0.018823529411764708
i57,i25,0.010666666666666668
i57,i327,0.0059259259259259265
i57,i334,0.014545454545454545
i57,i273,0.16
i57,i158,0.08
i57,i454,0.05333333333333334
i57,i137,0.021333333333333336
i57,i282,0.02909090909090909
i57,i133,0.04
i57,i335,0.014545454545454545
i57,i348,0.02
i57,i128,0.08
i57,i558,0.014545454545454545
i57,i143,0.022857142857142857
i57,i139,0.03428571428571429
i57,i376,0.024615384615384615
i57,i118,0.16
i57,i512,0.05333333333333334
i57,i220,0.04
i57,i243,0.10666666666666667
i57,i22,0.017777777777777778
i57,i210,0.009411764705882354
i57,i124,0.04
i57,i196,0.032
i57,i338,0.05333333333333334
i57,i515,0.017777777777777778
i57,i278,0.022857142857142857
i57,i449,0.02
i57,i87,0.064
i57,i171,0.08
i57,i560,0.02909090909090909
i57,i7,0.02666666666666667
i57,i519,0.011428571428571429
i57,i428,0.010666666666666668
i57,i184,0.014545454545454545
i57,i517,0.04
i57,i122,0.014545454545454545
i57,i476,0.08
i57,i287,0.032
i57,i294,0.01
i57,i522,0.032
i57,i427,0.022857142857142857
i57,i100,0.05333333333333334
i57,i237,0.01032258064516129
i57,i479,0.022857142857142857
i57,i180,0.013333333333333334
i57,i148,0.022857142857142857
i57,i176,0.017777777777777778
i57,i403,0.08
i57,i523,0.04
i57,i145,0.022857142857142857
i57,i310,0.016842105263157894
i57,i423,0.011428571428571429
i57,i407,0.05333333333333334
i57,i95,0.04
i57,i130,0.05333333333333334
i57,i90,0.012307692307692308
i57,i213,0.032
i57,i393,0.16
i57,i528,0.012307692307692308
i57,i202,0.10666666666666667
i57,i234,0.05333333333333334
